,processed_sentence,vader_scores,polarity_value
11962,"app be extremely useful just that the "" search "" feature do not cover all the note in the app","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4927}",positive
11963,"great app ! intuitive navigation , easy to use . nice integration with other app . what be up with the lavender color designation ? ! i do not think that lavender would look turquoise .","{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8856}",positive
11964,"useful app , interface be easy to use , would be well if you could add search function , so we do not have to comb thru everything to find what we be look for .","{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.8271}",positive
11965,"i like how it allow i to set any number of reminder , minute / hour / day / week in advance either by push notification or email . but many little bug pepper this app . the calendar view will bug out and not map to the select month from time to time . the location field try to be smart by give you a ' map like ' autocomplete , but this be annoying when you just want ' gym ' . for some reason the first letter of an event name be not register by autocorrect , so ' event ' turn to ' vent ' .","{'neg': 0.036, 'neu': 0.818, 'pos': 0.146, 'compound': 0.8271}",positive
11966,it be actually good but it do not have a feature where your task appear on your lockscreen that will remind you everytime you forgot something to do .,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.2382}",positive
11967,do not update task in widget automatically,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11968,"i need more time with your app . i be look for an organize app to meet the need of i and my gaming community to be able to cross schedule event share valuable information w / aarach . while i know that be never your vision i be impressed with the very easy to use ui , but have not figure out if u can share project note calandar ect . i cam see your app meeting a very large need in a community the desperately need an easy way to collaborate . add a group 's feature to cross plan 5 star","{'neg': 0.045, 'neu': 0.819, 'pos': 0.136, 'compound': 0.826}",positive
11969,buy the planner pro .... love the app ... the down side be that the app do not sync ... i have 2 device handphone and tablet both android ... i have to update both device twice instead of once ... would give 4 or 5 star if it can sync between both device . i have some suggestion ... maybe can input some bill tracker and some cute icon or pill tracker/ hydration icon .,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.802}",positive
11970,landscape mode only ? big problem . can not make it portrait on my kindle fire 8,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.6249}",negative
11971,why will not my homescreen widget you all day event ? this make it really difficult to use,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.4201}",negative
11972,like the concept but tech support can not get rid of ad and popup . try over several month but they be go a short while then return . the response lag and language issue be frustrating . this change my review and i remove the app,"{'neg': 0.136, 'neu': 0.761, 'pos': 0.103, 'compound': -0.3919}",negative
11973,"i love this app , it be the only one that look and feel like the old franklin planner , however ; since the late update i have a banner ad on the bottom of the screen with google ad and i be a pay pro user . this be extremely annoying . if they do not remove this , i be leave .","{'neg': 0.049, 'neu': 0.84, 'pos': 0.11, 'compound': 0.5729}",positive
11974,i like this app but the ad be get aggravate . especially the trump ad . i would prefer not to see he on my phone . thank you very much,"{'neg': 0.088, 'neu': 0.755, 'pos': 0.157, 'compound': 0.296}",positive
11975,"i find this app to be redundant , since i already have a calendar on my phone , and planner pro do little else .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11976,"there be ad even though there be not any label of "" contain ad "" in this app description","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11977,it work it just hard,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.1027}",negative
11978,"like everything about the app except , my event keep disappear . i would enter an event and one would disappear .","{'neg': 0.089, 'neu': 0.794, 'pos': 0.117, 'compound': 0.1531}",positive
11979,"i have the app on my phone and my ipad and they do not communicate . everything that i input on my phone , i have to re - input on my ipad . i be sign into the same account on both . it would be nice if they would communicate . also , i do not understand why the computer app be available separately and for a much more expensive price ...","{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.4215}",positive
11980,"there be a visible lag when scroll leave or right in day view , even in high end phone . go back from a task edit screen without make any change also ask ( show popup ) whether you wish to save or discard change , that popup be irritate . otherwise an effective and the point app . cheer !","{'neg': 0.114, 'neu': 0.695, 'pos': 0.191, 'compound': 0.7177}",positive
11981,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
11982,"not able to sync with outlook . can not create goal with a goal tracker , or 
 export calendar event , task , or note , and only accessible through phone 
 and tablet . much improvement need for such a high subscription rate .","{'neg': 0.048, 'neu': 0.892, 'pos': 0.06, 'compound': 0.1245}",positive
11983,"it be good but since we always have more than 1 thing to do we write three 
 or more thing to do and when we go to priority ex : c1 a4 b2 etc ; we 
 would not know which to do so we suggest you have more of those .thanks .","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.7348}",positive
11984,it be a nice app . it make my life displine,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",positive
11985,"been use for a while now . get buggy , need update","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11986,"would be awesome except when i put start in weekly view in the setting , i can no long access monthly view or change the setting ...","{'neg': 0.073, 'neu': 0.792, 'pos': 0.135, 'compound': 0.4404}",positive
11987,"do not realize this synced to my outlook calendar , start delete work stuff and delete two important appointment from my work calender . i be screw on those , be plan on use this for personal use only .","{'neg': 0.086, 'neu': 0.865, 'pos': 0.049, 'compound': -0.34}",negative
11988,nyc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11989,"when i try put inmy class scheduel they keep vanish when i add note to a specific date . it might work fine if you do not need many event , but it be a pain if you have a lot to keep track of","{'neg': 0.099, 'neu': 0.87, 'pos': 0.031, 'compound': -0.6187}",negative
11990,"it have future if they make notes can be organize by category , tasks can create sub task and fix bug when samsung dex enable","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.2732}",positive
11991,"i download this app on my tablet long time ago ( full version ) and recently also download it on my phone as i do not bring my tablet with i all the time . i only use the "" task "" function , because   my   calendar event do not sync properly ( i have not fpnd the sync button on my phone ... ) and another not so funny thing for i : i be use the same account for both device , but i can not use the full version on my phone ( i get a message that i need to buy it ( ? ? ? ) ... ) that be why i need to use my tablet ( with the full version on it ) if i want to add something .","{'neg': 0.022, 'neu': 0.965, 'pos': 0.013, 'compound': -0.2742}",negative
11992,"i love this app , but it suck that i can only use it on my phone . i would give it a 5 if i could a ) use a desktop version of the app as well ; b ) sync task with wunderlist ;   and c ) sync reminder from google calendar as task on planner pro .","{'neg': 0.057, 'neu': 0.852, 'pos': 0.091, 'compound': 0.25}",positive
11993,"great app , but it keep delete the event ( birthday , etc . ) that i put in it ! i 've never have this problem before , please do something ! this be my go - to calendar app , and i would hate to have to find a different one !","{'neg': 0.196, 'neu': 0.697, 'pos': 0.107, 'compound': -0.7659}",negative
11994,will not do recur task . do not connect to gtask as show in the cover photo . have not be update in a long time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11995,it be ok,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}",positive
11996,"guy , excellent app . bad financial model . prepared to pay . reluctant about   subscription model . unfortunately , uninstall .","{'neg': 0.389, 'neu': 0.377, 'pos': 0.234, 'compound': -0.4019}",negative
11997,can nt wait to try it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11998,love it except that it would not save and show i all of my event,"{'neg': 0.142, 'neu': 0.648, 'pos': 0.21, 'compound': 0.312}",positive
11999,just download this app ..... not sure what i think of it at the moment ..... cant seem to find where you can use colour like the picture,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5859}",positive
12000,it say i change my password and now can not get in calendar what can i do to fix problem,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}",negative
12001,"i like it but when i put my pass code in to access it ,   i go through but then it say your password have be change please sign in , but i have to hit the back button on my phone to ignore it so it do not make i sign in again ,   but when i do hit ok for it to let i sign in again , my password be not there ,   it be still lock but i do not know the password .","{'neg': 0.038, 'neu': 0.862, 'pos': 0.1, 'compound': 0.6541}",positive
12002,"i 'll like it more if i can the way i view this app , difficult for i to type in landscape position","{'neg': 0.104, 'neu': 0.792, 'pos': 0.104, 'compound': 0.0}",neutral
12003,so so . i expect the ability to attach file to note and a lot more flexibility with format .,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6115}",positive
12004,"plz help , it say m type wrong passcode , it be not open with my old passcode","{'neg': 0.154, 'neu': 0.647, 'pos': 0.199, 'compound': -0.0258}",neutral
12005,"the aap good but not some update be require , such as - in note section add photo upload option , add journal option ,","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.2382}",positive
12006,"nice layout , but it will not sync repair event between my tablet and phone . i contact tech support but they be unresponsive and not helpful . i do not recommend .","{'neg': 0.157, 'neu': 0.692, 'pos': 0.151, 'compound': -0.0549}",negative
12007,"forever landscape ? why can not i ever get this app to rotate to portrait mode ? it be never be able to do this , even after download it on other phone . way too annoying to have to deal with for i to deem it a useful app , at least for i .","{'neg': 0.052, 'neu': 0.885, 'pos': 0.063, 'compound': 0.1431}",positive
12008,"it be fairly easy to use , however the alarm   do not   work","{'neg': 0.18, 'neu': 0.602, 'pos': 0.218, 'compound': 0.128}",positive
12009,"overall great organization tool , however recent update make the application only usable in horizontal view which be extremely annoying and quite an inconvenience","{'neg': 0.193, 'neu': 0.67, 'pos': 0.137, 'compound': -0.1708}",negative
12010,the event do not sync to my other device,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12011,"love the app and buy the full version in february , but recently it quit sync between my phone and my tablet . i email support about the issue on june 2 . the task be sync now , but calendar item still be not sync .   wish they would fix the issue !","{'neg': 0.053, 'neu': 0.828, 'pos': 0.119, 'compound': 0.5507}",positive
12012,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
12013,this app be easy to use but my big issue be that when i add note or check off task when off line they do not save,"{'neg': 0.117, 'neu': 0.817, 'pos': 0.066, 'compound': -0.3595}",negative
12014,"i like the app and it look like it have a good set of feature , but i do not like the $ 4.99 / year recur subscription fee .","{'neg': 0.094, 'neu': 0.708, 'pos': 0.198, 'compound': 0.2347}",positive
12015,"task repeat option be garbage . for basic thing it be ok , but do not expect more than that .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12016,helpful but not too much,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}",positive
12017,i like the app well enough to pay for it so i could get my recur item in order with it but when i set a task as recur it only show up on the day that i start with .,"{'neg': 0.029, 'neu': 0.888, 'pos': 0.083, 'compound': 0.3071}",positive
12018,great :),"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7964}",positive
12019,it work great to start with but now i be not get task notification and some of my event be not show up on my calendar widget,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.3716}",positive
12020,"i like this app very much , because it be fairly easy to use and it allow for actual ring tone to be use ; not just notification tone ) . however , my big issue be that i can not receive any notification from the planner if the event be create on my phone 's calendar ( i be assume this be the issue since only half , or less than half , of my total event and task do not sound ) . it also will not sound when i have reminder set for many different time . it be original default reminder be 15 minute before the event time , but i change it to be on time and then i would make other reminder if need be . it will only sound at 15 minute before the event time , no matter what i tell it to do .","{'neg': 0.008, 'neu': 0.941, 'pos': 0.05, 'compound': 0.5774}",positive
12021,"i be use this app for work for due diligence . when i first instal the app i be sure i could "" search "" my note for key word now i can not . be i do something wrong or be that function not available on this app ?","{'neg': 0.067, 'neu': 0.884, 'pos': 0.05, 'compound': -0.2023}",negative
12022,it do not have the end time of an event,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12023,how can i take the note i have make and copy they over to my laptop . i have look to see where the note save to but can not seem to find they anywhere . please help i,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.8225}",positive
12024,"whenever i open it i have to turn my phone sideways because it be lock in horizontal , even after i turn on auto rotate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12025,good app that i can use for put all my appointment in . one problem be that the notification i set to make sure it remind i do not go off at all . ( i have a droid turbo 2 ) . if you guy could fix that . i will change to 5 star .,"{'neg': 0.05, 'neu': 0.853, 'pos': 0.096, 'compound': 0.3612}",positive
12026,"hello developer , can you please help ? i put a passcode on the app and now it will not let i access the calender . it keep tell i that my passcode be incorrect when i know i put it in correctly . please fix this","{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.743}",positive
12027,"no matter what i do , even set ' no notification ' when create event or task ; they   continually pop up . not happy with this feature .","{'neg': 0.155, 'neu': 0.761, 'pos': 0.084, 'compound': -0.2197}",negative
12028,a good app overall but the new version no long show the duration of event which be extremely annoying and a deal breaker for i .,"{'neg': 0.221, 'neu': 0.716, 'pos': 0.063, 'compound': -0.704}",negative
12029,"i love the app except that the widget do not remember customization ( such as default calendar , not use 24 hour time ) . if this could be more flexible and keep the setting of the app i would definitely rate five star . it be help save time have multiple use for one app but i need the widget compatibility","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.7308}",positive
12030,the app no long notify i of my task ! ! ! please fix,"{'neg': 0.153, 'neu': 0.626, 'pos': 0.221, 'compound': 0.2444}",positive
12031,it do not work well for repeat scheduling of regular task .   i have try select every week or every 7 day and repeat either do not work at all or show up only for the same day monthly not weekly .,"{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.2057}",negative
12032,i love it so far but be it usable over multiple device ? i be currently use it on my tablet and download the app to my phone but when i try to sign in it say it can not find my email address .,"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.3818}",positive
12033,try,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12034,its ok,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.296}",positive
12035,not be able to view my list of thing to do or to get .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12036,"set up late event ( past 11 pm ) be literally impossible . start and end time / day will shift randomly when i make a change to the other .   whenever i do manage to get both right , i get a "" same time "" error even though clearly the start and end time be different .","{'neg': 0.053, 'neu': 0.895, 'pos': 0.053, 'compound': 0.0}",neutral
12037,"i have several recur event to keep track of my week , but after the update , they disappear .","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3291}",negative
12038,"good design , but it be not exactly free if you have to pay for basic feature , like reoccurre event .","{'neg': 0.212, 'neu': 0.575, 'pos': 0.214, 'compound': 0.0121}",neutral
12039,"i purchase the pay version and i be sort of disappointed . every time i enter a task it add the first letter of the first word over again so i have to change it each time ( i.e. it will autocorrect to eevery instead of every ) . it be also kind of laggy . it could be a great app , but not as be .","{'neg': 0.035, 'neu': 0.924, 'pos': 0.041, 'compound': 0.0909}",positive
12040,"i suggest you add a "" deadline "" button instead of just task and event .. personally that be the only reason i do not use it .. be the classification be not enough ..","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12041,"need :   sync task . color code event . and for goodness ' sake , speed up ! this be extremely slow .","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5093}",positive
12042,"it be really unresponsive . i have to tap 3 time so something open or to check a box or anything ..   too bad , i really like it but this be too annoying .","{'neg': 0.166, 'neu': 0.775, 'pos': 0.059, 'compound': -0.5794}",negative
12043,the app be make i sign in to an account but will not   let i sign in . frustrated !,"{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.7088}",negative
12044,the review be send a clear message to you . act on they . i think the last update have mess everyone up . if you do not act;you're send a message back : ie . you mean to mess everyone up by lock they out,"{'neg': 0.113, 'neu': 0.828, 'pos': 0.06, 'compound': -0.3182}",negative
12045,this planner app be pretty clear and simple . i have the pay version and it work ok except today they have a glitch and i lose everything even when i reinstall . it be just so screw up !   so if you do not mind lose all of your work when they update ... i guess it be survivable .,"{'neg': 0.098, 'neu': 0.731, 'pos': 0.171, 'compound': 0.5849}",positive
12046,add ability to have a dark theme .,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",positive
12047,troublesome widget organization . when i tap a date it open app to date previously open not new date need . very time consume and create book mistake when not careful .,"{'neg': 0.211, 'neu': 0.728, 'pos': 0.061, 'compound': -0.6303}",negative
12048,"love it , but it have some major flaw : ( 1 ) can not personalize theme . ( 2 ) can not configurate widget ' toolbar & what detail be display . ( 3 ) the widget 's size be too wide — max 4x ? . would love it if it be more flexible . ( 4 ) you can not sort the note on one day to be list in alphabetical order on the day widget ; it will always be sort by time . ( 5 ) the app malfunction when you place two widget on the home screen . ( 6 ) app stop work a lot for seemingly no reason .","{'neg': 0.048, 'neu': 0.838, 'pos': 0.114, 'compound': 0.8171}",positive
12049,enjoy it be use while it last . uninstalle now .,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}",positive
12050,can not make call from the app by click on the phone number like google calendar,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.4215}",positive
12051,"pro version and it still will not handle the recur task smoothly . please fix it , i 've restart my phone several time and still nothing .","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3182}",positive
12052,"the app would be nice and work well if it be nt for this 1 issue but its a pretty big issue as far as daily planner go ... it only show half of a clock or calender in the create event / task subscreen mean i can not select any time that would fall on the right hand side of the clock or i can not select a "" due by "" date   for task because the right side of the calender be miss ... i would already own the full version if it be nt for this problem","{'neg': 0.041, 'neu': 0.816, 'pos': 0.143, 'compound': 0.8595}",positive
12053,crash a lot after update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12054,уууу,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12055,"i just get the app , but i can barely use it because every time i click on something it redirect i to a page that ask i to upgrade for $ 4.99 / yr . if it would just let i use the free version i might actually like it .","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.8271}",positive
12056,"this application be exactly what i need when i first start to use it . now there be a handful or problems- event be appear twice , event get delete or   not appear at all after be save , delete one event and the reoccurre event get delete , and not appear on the select reoccurring day . very annoying .","{'neg': 0.094, 'neu': 0.86, 'pos': 0.046, 'compound': -0.4391}",negative
12057,fix the widget bug please,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",positive
12058,it be alright .,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25}",positive
12059,"not a bad app pretty good , get a few thing organize with it .","{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.8381}",positive
12060,"there be nothing wrong with this app , although it could be slightly well , but .... it be just like google calendar . in fact , it be integrate with google calendar , and all your event show up in gc . even the selection of color in association to event and how you input information be the same . if you be an android user , go ahead and just use the build in google calendar , if not your samsung / htc / whatever one . i have near stock android , so i get google .   same difference , really .","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.7032}",positive
12061,overall good . a search feature would be great for note . thank,"{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.872}",positive
12062,"i use to love the app ... until i need to synchronise to see my task to another device , then i find out sync simply will not work and uninstalling / reinstalling do not solve the issue .","{'neg': 0.044, 'neu': 0.838, 'pos': 0.117, 'compound': 0.5586}",positive
12063,"i buy this because it have a really design and feature , but i to uninstall it because it be slow loading . it be lag .","{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.3919}",negative
12064,have to go premium to have more feature .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12065,"try to sync my calendar with both my phone and tablet , and any note and/or task be not sync between my device .   have to duplicate these item be very frustrating .","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.4927}",negative
12066,it be ok,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}",positive
12067,i love it . but too expensive .,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.3818}",positive
12068,the only thing not work be the reminder .. i be use huawei mate8 .. can somebody help i how ?,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",positive
12069,"why do you show the checkboxe in widget when you can not even check / uncheck it via the widget ? its just so frustrating to go to the app just to check a list . other than that , this app be good .","{'neg': 0.088, 'neu': 0.844, 'pos': 0.068, 'compound': -0.2123}",negative
12070,"need to give you the option of add picture when note take . if it have this option would be excellent , otherwise not a bad app .","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7615}",positive
12071,i use it mainly for its widget . one thing though : please fix the widget so that the they show the current date and do not stay put on the previous day unless manually change .,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.3182}",positive
12072,just getting use to it but so far not bad,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.6334}",positive
12073,"a bit disappointed ,   buy a new phone and re - download ed the app , would not bring my calander in from my old phone and ask i to repay for the full version .","{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.4767}",negative
12074,"but i miss the hourly block , make it easy to sceduale my work hour .","{'neg': 0.223, 'neu': 0.576, 'pos': 0.202, 'compound': 0.1531}",positive
12075,it do not update between your calander . i need a planner that stay up to date with my calendar change . this be not it .   waste of money .,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.3252}",positive
12076,"it be an ok app as far as personal entry be concerned and the connected function of name , time and place . can not count on it to keep you informed about set calender event though as they be set default in 2014 . mothers day be on the 8th ; 2nd sunday in may this year ; not wednesday the 11th . they can thank my wife for keep i informed . it be a scheduling app and if the default event be wrong as well as uneditable how confusing will your scheduling be ? keep an accurate calendar handy .","{'neg': 0.049, 'neu': 0.877, 'pos': 0.074, 'compound': 0.368}",positive
12077,why would i pay money to have recur event in a planner . i think i 'll stick with my default calander app,"{'neg': 0.065, 'neu': 0.935, 'pos': 0.0, 'compound': -0.1027}",negative
12078,"love this planner . but whenever i use the repeat function , i can not just edit 1 event . i have to edit the rest of the event that be link together too . would be great if i be able to edit ju 1 event even when i m use the repeat function . would also be great if there be a copy and paste of event function ! would make thing really easy ! 😊","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.9835}",positive
12079,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
12080,good integration with other calander but not easy to read at a glance,"{'neg': 0.194, 'neu': 0.685, 'pos': 0.121, 'compound': -0.2867}",negative
12081,do not have option for windows surface pro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12082,"bill ,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12083,font be too small .   you have to open it up each time you want to glance at your appointment .,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",positive
12084,hodtf coder jbikhkhkm kvukb,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12085,"it be ok , but it need more feature","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12086,nice app .,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",positive
12087,sometimes quit as it start,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12088,need more feature but i just start use it so i 'll let u know specific soon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12089,"could be well on samsung s6 , not show reminder on screen , have to open the same as a diary ....","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",positive
12090,not bad,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.431}",positive
12091,i buy the allegedly well version it work for about a month . i have all my schedule stuff about 6 month and all of a sudden the disappear which suck .,"{'neg': 0.128, 'neu': 0.787, 'pos': 0.085, 'compound': -0.128}",negative
12092,"i prefer to use app in portrait mode on my 7 inch phone / tablet ( huawei mediapad x2 , 1920 * 1200 ) . when the keyboard pop up while add a task , i can barely see what i be type because the screen height be greatly reduce in landscape .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12093,i really like it at first but it keep turn on the alarm for my event even though i press no alarm i do not know how many time :(,"{'neg': 0.19, 'neu': 0.684, 'pos': 0.126, 'compound': -0.5187}",negative
12094,"would not it be great if this app have also alert instead of just notification ? it be easy to miss a notofication . also , why can not we edit a specific day for a repeat event , but we have to edit also all future event or nothing ?","{'neg': 0.083, 'neu': 0.874, 'pos': 0.043, 'compound': -0.2161}",negative
12095,simple & feel like paper planner .,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",positive
12096,helpful with note and event . no restriction to enter everything like appointment,"{'neg': 0.133, 'neu': 0.545, 'pos': 0.321, 'compound': 0.4767}",positive
12097,so far i like it very much . i use it daily and it help i stay organized and focused .,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.7884}",positive
12098,very efficient love it,"{'neg': 0.0, 'neu': 0.209, 'pos': 0.791, 'compound': 0.8211}",positive
12099,work pretty good for what i need it for . i be look for a franklin day planner look but this come up on the day i put the reminder on in my calendar so it be helpful . it be work for i as a partial retired person .,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.799}",positive
12100,"so far it be work , only just start use","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
12101,it be ok . i have this app for several year . i do not like the advertisement .,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.2755}",negative
12102,i love this app . a couple of suggestion 1 for the repeat function i wish it have more flexibility such as an end date since i be a visual person i would love it if the task list have color associate with the level of importance . but i do love this app so much that i upgrade,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.9376}",positive
12103,excellent application ! would 've give 5 star if the following want such a pain . would like for it to be easy to remove a recur event however . that seem to be an incredible pain . otherwise i would recommend this app to everyone who be most comfortable with a realistic planner feel with a futuristic spin on it . definite thumb up . 🤗,"{'neg': 0.087, 'neu': 0.642, 'pos': 0.272, 'compound': 0.9134}",positive
12104,happy with it .,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",positive
12105,great !,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6588}",positive
12106,"premium user here and i be enjoy the app so far . i 've have a hard time replace an old app ( my.poli ) and this one seem to fit the bill . it be quite buggy at this stage and have limit feature but functionality be great . i can see myself use it for the next 6months-1year . hopefully , the devs keep improve the app .","{'neg': 0.037, 'neu': 0.727, 'pos': 0.236, 'compound': 0.9451}",positive
12107,i like the app but the user interface could be polish . the seem slightly delay . a new look would be nice but over all a helpful app ! would still recommend,"{'neg': 0.048, 'neu': 0.631, 'pos': 0.32, 'compound': 0.8952}",positive
12108,good so far,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",positive
12109,"really like this app ! wish sync across android and ios be easy , but i have look , and no other app have the style and versatility of planner pro . well do planner pro folk !","{'neg': 0.071, 'neu': 0.706, 'pos': 0.224, 'compound': 0.6225}",positive
12110,great app . really need a desktop capability .,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",positive
12111,do it work in a laptop on the web ?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
